Date,Open,High,Low,Close,Volume
1986-08-13 00:00:00-04:00,0,0.205392024,0.19805707,0.19805707,18899200
1986-08-14 00:00:00-04:00,0,0.216395443,0.209059536,0.209059536,4160000
1986-08-15 00:00:00-04:00,0,0.209059586,0.205392107,0.205392107,4332800
1986-08-18 00:00:00-04:00,0,0.205392024,0.19805707,0.19805707,2828800
1986-08-19 00:00:00-04:00,0,0.205392127,0.201724648,0.201724648,2060800
1986-08-20 00:00:00-04:00,0,0.212728036,0.201724648,0.201724648,684800
1986-08-21 00:00:00-04:00,0,0.22006292,0.209059536,0.209059536,883200
1986-08-22 00:00:00-04:00,0,0.216395443,0.209059536,0.209059536,1734400
1986-08-25 00:00:00-04:00,0,0.209059606,0.201724648,0.201724648,627200
1986-08-26 00:00:00-04:00,0,0.209059606,0.201724648,0.201724648,793600
1986-08-27 00:00:00-04:00,0,0.205392127,0.201724648,0.201724648,2540800
1986-08-28 00:00:00-04:00,0,0.205392088,0.194388703,0.194388703,1555200
1986-08-29 00:00:00-04:00,0,0.205392088,0.194388703,0.194388703,1548800
1986-09-02 00:00:00-04:00,0,0.216395443,0.209059536,0.209059536,1068800
1986-09-03 00:00:00-04:00,0,0.22006292,0.209059536,0.209059536,403200
1986-09-04 00:00:00-04:00,0,0.242069666,0.23473376,0.23473376,1804800
1986-09-05 00:00:00-04:00,0,0.242069701,0.231066316,0.231066316,2137600
1986-09-08 00:00:00-04:00,0,0.238401337,0.227398887,0.227398887,492800
1986-09-09 00:00:00-04:00,0,0.245737129,0.23473376,0.23473376,499200
1986-09-10 00:00:00-04:00,0,0.256740579,0.24573718,0.24573718,934400
1986-09-11 00:00:00-04:00,0,0.227398853,0.216395468,0.216395468,1798400
1986-09-12 00:00:00-04:00,0,0.227398864,0.220062956,0.220062956,1286400
1986-09-15 00:00:00-04:00,0,0.253072138,0.242069691,0.242069691,998400
1986-09-16 00:00:00-04:00,0,0.264075606,0.253072232,0.253072232,1254400
1986-09-17 00:00:00-04:00,0,0.278746466,0.271411508,0.271411508,1356800
1986-09-18 00:00:00-04:00,0,0.282413959,0.271411508,0.271411508,352000
1986-09-19 00:00:00-04:00,0,0.282413959,0.271411508,0.271411508,1024000
1986-09-22 00:00:00-04:00,0,0.271411505,0.260408103,0.260408103,780800
1986-09-23 00:00:00-04:00,0,0.264075606,0.253072232,0.253072232,1798400
1986-09-24 00:00:00-04:00,0,0.267742955,0.25674051,0.25674051,1312000
1986-09-25 00:00:00-04:00,0,0.264075579,0.249404714,0.249404714,1657600
1986-09-26 00:00:00-04:00,0,0.260408086,0.249404714,0.249404714,768000
1986-09-29 00:00:00-04:00,0,0.260408113,0.253072232,0.253072232,473600
1986-09-30 00:00:00-04:00,0,0.267743099,0.253072232,0.253072232,192000
1986-10-01 00:00:00-04:00,0,0.267743099,0.253072232,0.253072232,371200
1986-10-02 00:00:00-04:00,0,0.267743099,0.253072232,0.253072232,224000
1986-10-03 00:00:00-04:00,0,0.264075606,0.253072232,0.253072232,44800
1986-10-06 00:00:00-04:00,0,0.267742955,0.25674051,0.25674051,128000
1986-10-07 00:00:00-04:00,0,0.267742955,0.25674051,0.25674051,198400
1986-10-08 00:00:00-04:00,0,0.267742955,0.25674051,0.25674051,204800
1986-10-09 00:00:00-04:00,0,0.267742955,0.25674051,0.25674051,793600
1986-10-10 00:00:00-04:00,0,0.267742955,0.25674051,0.25674051,224000
1986-10-13 00:00:00-04:00,0,0.267743089,0.260408103,0.260408103,454400
1986-10-14 00:00:00-04:00,0,0.271411505,0.260408103,0.260408103,480000
1986-10-15 00:00:00-04:00,0,0.271411505,0.260408103,0.260408103,352000
1986-10-16 00:00:00-04:00,0,0.271411505,0.260408103,0.260408103,352000
1986-10-17 00:00:00-04:00,0,0.271411505,0.260408103,0.260408103,83200
1986-10-20 00:00:00-04:00,0,0.271411505,0.260408103,0.260408103,44800
1986-10-21 00:00:00-04:00,0,0.275078992,0.267743111,0.267743111,326400
1986-10-22 00:00:00-04:00,0,0.278746466,0.271411508,0.271411508,1100800
1986-10-23 00:00:00-04:00,0,0.282413815,0.275078833,0.275078833,742400
1986-10-24 00:00:00-04:00,0,0.304420689,0.297084808,0.297084808,1651200
1986-10-27 00:00:00-05:00,0,0.308088163,0.300753206,0.300753206,729600
1986-10-28 00:00:00-05:00,0,0.308088163,0.300753206,0.300753206,1804800
1986-10-29 00:00:00-05:00,0,0.33742989,0.330094934,0.330094934,11667200
1986-10-30 00:00:00-05:00,0,0.352100688,0.348433197,0.348433197,2150400
1986-10-31 00:00:00-05:00,0,0.348433193,0.342931032,0.342931032,1990400
1986-11-03 00:00:00-05:00,0,0.341097383,0.330094934,0.330094934,1388800
1986-11-04 00:00:00-05:00,0,0.33009491,0.322759002,0.322759002,2003200
1986-11-05 00:00:00-05:00,0,0.330094898,0.319091499,0.319091499,1094400
